datetime,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),Rainfall,Boiling Point,latitude,longitude
2020-09-29 05:00:00,32.5,82.75,0.83,4.12,2.88,12.9,2.43,0.62,40.78,81.5,1.35,223.0,13.0,23.7,0.0,700.75,23.2599,77.4126
2020-09-29 06:00:00,33.5,82.5,1.27,4.88,3.62,12.17,12.95,0.73,38.22,83.25,1.2,240.0,12.25,23.48,0.0,701.5,23.2599,77.4126
2020-09-29 07:00:00,33.0,85.5,1.27,5.55,3.97,12.5,11.15,0.7,38.67,82.0,1.5,245.75,118.0,23.8,0.0,702.25,23.2599,77.4126
2020-09-29 08:00:00,33.5,92.0,1.9,6.85,5.15,13.57,11.8,0.68,40.83,76.5,1.6,264.75,403.25,25.05,0.0,703.0,23.2599,77.4126
2020-09-29 09:00:00,27.0,97.5,2.88,9.9,7.6,16.23,9.57,0.79,47.87,72.0,1.32,247.25,470.25,26.67,0.0,703.0,23.2599,77.4126
2020-09-29 10:00:00,30.75,102.5,2.88,12.55,9.02,15.95,12.47,0.84,56.95,61.5,1.4,236.25,475.25,29.52,0.0,703.0,23.2599,77.4126
2020-09-29 11:00:00,31.75,104.5,3.63,16.13,11.53,16.57,9.55,0.89,67.3,55.5,1.45,221.0,468.75,31.23,0.0,702.25,23.2599,77.4126
2020-09-29 12:00:00,29.25,106.0,10.33,17.07,18.83,12.37,10.5,0.88,78.25,53.75,1.4,228.25,403.0,31.38,0.0,701.75,23.2599,77.4126
2020-09-29 13:00:00,32.75,105.5,2.78,20.3,13.07,12.78,12.4,1.05,78.4,51.5,1.4,170.75,412.75,31.75,0.0,700.5,23.2599,77.4126
2020-09-29 14:00:00,33.25,105.25,2.85,21.08,13.5,13.32,11.4,1.09,81.03,47.25,0.98,161.5,406.0,32.6,0.0,700.0,23.2599,77.4126
2020-09-29 15:00:00,34.0,102.75,1.82,21.85,13.1,14.53,12.53,1.02,73.45,52.25,0.68,156.75,289.25,31.8,0.0,700.0,23.2599,77.4126
2020-09-29 16:00:00,30.75,96.75,1.88,25.05,14.85,15.03,11.9,0.76,73.38,54.75,0.45,147.25,185.75,31.18,0.0,700.0,23.2599,77.4126
2020-09-29 17:00:00,35.0,119.75,2.23,48.2,27.45,14.6,14.0,0.99,44.15,60.75,0.4,150.25,40.0,29.43,0.0,700.0,23.2599,77.4126
2020-09-29 18:00:00,41.25,166.75,2.65,65.95,37.25,16.55,3.87,1.33,26.9,67.0,0.33,172.5,14.0,28.1,0.0,700.0,23.2599,77.4126
2020-09-29 19:00:00,49.0,194.0,9.98,82.1,51.78,16.35,7.67,2.68,11.18,72.25,0.3,183.75,14.25,27.3,0.0,700.0,23.2599,77.4126
2020-09-29 20:00:00,68.0,233.0,3.9,59.25,34.7,19.7,1.32,2.01,14.88,77.25,0.3,218.75,13.0,26.5,0.0,700.75,23.2599,77.4126
2020-09-29 21:00:00,62.5,176.25,6.4,48.8,31.15,18.62,3.95,1.85,14.68,79.0,0.58,171.0,15.25,26.17,0.0,701.0,23.2599,77.4126
2020-09-29 22:00:00,59.0,159.25,1.7,32.92,18.88,15.85,9.55,1.24,24.65,81.75,0.9,160.75,11.25,25.8,0.0,701.0,23.2599,77.4126
2020-09-29 23:00:00,40.0,118.0,1.28,14.5,8.75,14.25,6.17,0.72,35.45,83.75,0.78,169.5,10.75,25.4,0.0,700.5,23.2599,77.4126
2020-09-30 00:00:00,29.0,71.5,1.35,8.77,5.78,16.55,5.85,0.58,44.9,81.25,0.68,201.5,12.0,25.07,0.0,700.0,23.2599,77.4126
2020-09-30 01:00:00,30.25,61.5,1.05,5.9,3.97,16.15,7.33,0.45,51.18,81.0,1.02,208.0,12.5,24.28,0.0,700.0,23.2599,77.4126
2020-09-30 02:00:00,22.0,45.25,1.05,5.15,3.62,16.43,3.33,0.33,55.58,79.5,0.95,204.75,12.5,24.13,0.0,700.0,23.2599,77.4126
2020-09-30 03:00:00,14.75,47.75,1.02,3.72,2.85,14.38,0.93,0.3,59.5,77.0,0.9,178.25,11.5,24.27,0.0,700.0,23.2599,77.4126
2020-09-30 04:00:00,19.5,54.5,1.27,4.53,3.42,14.75,0.8,0.29,59.95,75.25,0.88,173.0,11.0,24.5,0.0,700.0,23.2599,77.4126
2020-09-30 05:00:00,17.25,63.5,1.12,6.5,4.38,14.47,2.1,0.32,57.17,75.0,1.02,290.5,11.25,24.42,0.0,700.0,23.2599,77.4126
2020-09-30 06:00:00,16.0,78.5,1.38,8.1,5.4,12.85,8.77,0.42,57.73,73.5,1.5,301.75,15.25,24.52,0.0,700.0,23.2599,77.4126
2020-09-30 07:00:00,20.25,79.25,1.17,7.38,4.88,13.78,10.9,0.44,53.75,76.25,1.75,311.0,49.5,24.25,0.0,701.0,23.2599,77.4126
2020-09-30 08:00:00,23.25,72.0,1.85,9.75,6.68,13.85,9.03,0.53,50.93,72.75,1.8,305.0,326.25,25.47,0.0,701.75,23.2599,77.4126
2020-09-30 09:00:00,20.75,81.5,3.0,11.78,8.68,15.68,7.65,0.57,62.5,62.0,1.82,290.75,507.5,28.3,0.0,702.0,23.2599,77.4126
2020-09-30 10:00:00,20.5,87.5,3.12,13.7,9.82,16.32,10.23,0.64,67.45,56.0,1.75,267.5,497.0,30.08,0.0,702.0,23.2599,77.4126
2020-09-30 11:00:00,23.25,94.5,2.8,15.1,10.3,16.23,9.05,0.72,75.43,52.5,1.62,218.0,461.75,31.33,0.0,701.0,23.2599,77.4126
2020-09-30 12:00:00,26.75,102.25,9.73,18.47,19.17,11.43,8.65,0.73,79.92,49.75,1.35,228.25,378.0,32.05,0.0,700.25,23.2599,77.4126
2020-09-30 13:00:00,25.0,102.5,2.6,16.98,11.15,11.78,10.57,0.71,86.67,41.75,1.1,202.0,434.0,33.15,0.0,700.0,23.2599,77.4126
2020-09-30 14:00:00,24.0,105.25,2.1,18.8,11.72,12.52,9.75,0.77,89.75,41.25,1.2,226.75,477.5,33.35,0.0,700.0,23.2599,77.4126
2020-09-30 15:00:00,29.25,120.25,2.33,25.35,15.4,13.23,11.12,0.87,86.4,40.75,0.95,224.75,427.75,33.4,0.0,700.0,23.2599,77.4126
2020-09-30 16:00:00,30.25,129.75,2.82,39.2,23.15,12.53,14.3,1.06,72.25,40.25,0.75,248.0,235.5,32.45,0.0,700.0,23.2599,77.4126
2020-09-30 17:00:00,40.5,148.25,4.15,66.23,38.6,13.7,14.45,1.59,48.43,45.75,0.55,238.0,46.75,30.93,0.0,700.0,23.2599,77.4126
2020-09-30 18:00:00,45.75,189.0,5.92,79.93,47.33,15.58,5.85,2.17,24.23,52.25,0.45,93.0,10.5,29.43,0.0,700.0,23.2599,77.4126
2020-09-30 19:00:00,61.75,229.5,10.03,82.83,52.2,19.88,7.98,2.13,15.38,58.0,0.3,223.5,11.75,28.12,0.0,700.0,23.2599,77.4126
2020-09-30 20:00:00,75.5,252.25,11.95,63.52,43.5,17.55,3.5,1.89,20.62,60.25,0.3,246.25,12.0,27.3,0.0,700.0,23.2599,77.4126
2020-09-30 21:00:00,69.75,210.0,1.85,29.38,17.12,16.55,3.25,0.91,42.25,62.25,0.3,258.0,11.75,26.87,0.0,700.0,23.2599,77.4126
2020-09-30 22:00:00,62.0,169.25,1.68,21.65,12.88,18.27,9.45,0.97,38.08,64.75,0.33,230.5,10.5,26.55,0.0,700.0,23.2599,77.4126
2020-09-30 23:00:00,77.0,191.0,1.47,15.63,9.5,19.43,7.6,0.82,43.17,66.33,0.33,258.0,11.67,26.17,0.0,700.0,23.2599,77.4126
2020-10-01 00:00:00,69.5,141.25,1.23,12.6,7.67,19.15,11.55,0.69,41.83,68.25,0.5,254.5,9.75,25.65,0.0,700.0,23.2599,77.4126
2020-10-01 01:00:00,59.75,120.5,1.25,10.97,6.83,19.1,9.45,0.64,40.02,73.75,1.27,221.0,12.25,25.08,0.0,700.0,23.2599,77.4126
2020-10-01 02:00:00,52.0,106.25,1.35,6.6,4.62,20.27,2.33,0.48,48.12,75.25,1.65,252.75,11.75,24.77,0.0,700.0,23.2599,77.4126
2020-10-01 03:00:00,46.25,89.5,1.47,5.0,3.9,20.3,1.33,0.42,49.93,77.5,1.68,241.0,12.75,24.38,0.0,700.0,23.2599,77.4126
2020-10-01 04:00:00,37.0,71.75,1.25,5.17,3.78,20.2,1.33,0.43,47.6,79.25,1.12,227.25,12.75,24.05,0.0,700.0,23.2599,77.4126
2020-10-01 05:00:00,31.25,69.25,1.2,4.72,3.5,20.48,2.48,0.42,48.55,79.0,1.45,273.25,10.5,24.0,0.0,700.0,23.2599,77.4126
2020-10-01 06:00:00,25.75,76.75,1.5,7.17,5.05,19.62,5.52,0.57,43.05,80.5,0.85,250.75,31.25,23.88,0.0,700.0,23.2599,77.4126
2020-10-01 07:00:00,31.0,86.75,2.0,9.93,6.93,18.7,6.45,0.53,41.0,76.75,1.02,234.5,175.0,24.98,0.0,701.0,23.2599,77.4126
2020-10-01 08:00:00,23.5,83.5,1.68,8.72,6.02,18.62,8.6,0.55,45.73,72.0,1.23,231.5,343.0,26.18,0.0,701.0,23.2599,77.4126
2020-10-01 09:00:00,27.0,89.0,2.25,12.35,8.4,18.88,8.8,0.59,61.17,59.0,1.4,259.25,504.0,29.1,0.0,701.5,23.2599,77.4126
2020-10-01 10:00:00,24.25,100.75,3.17,13.72,9.9,17.68,9.27,0.56,66.03,50.0,1.7,261.25,495.0,31.05,0.0,701.5,23.2599,77.4126
2020-10-01 11:00:00,23.5,103.0,3.67,15.57,11.23,17.5,13.9,0.66,79.35,43.25,1.65,246.0,444.25,32.53,0.0,701.0,23.2599,77.4126
2020-10-01 12:00:00,19.75,112.5,10.03,17.97,19.13,15.33,12.75,0.69,83.97,38.25,1.73,224.5,324.25,33.25,0.0,700.0,23.2599,77.4126
2020-10-01 13:00:00,21.75,112.5,3.08,18.98,12.58,13.57,11.02,0.66,79.85,33.0,1.6,246.25,461.25,34.15,0.0,700.0,23.2599,77.4126
2020-10-01 14:00:00,21.0,107.5,3.38,23.5,15.28,11.2,9.43,0.76,74.6,30.25,1.58,217.25,472.5,34.62,0.0,700.0,23.2599,77.4126
2020-10-01 15:00:00,22.25,104.75,4.1,24.4,16.3,12.18,9.97,0.77,73.4,30.25,1.65,232.5,440.5,34.33,0.0,700.0,23.2599,77.4126
2020-10-01 16:00:00,25.75,104.0,4.2,29.07,18.85,12.85,13.23,0.76,74.25,32.25,1.42,255.25,366.5,33.67,0.0,700.0,23.2599,77.4126
2020-10-01 17:00:00,28.75,122.75,5.07,56.9,34.4,11.72,10.85,1.4,51.45,37.0,0.95,278.25,64.0,32.03,0.0,700.0,23.2599,77.4126
2020-10-01 18:00:00,42.25,164.25,6.6,74.7,45.08,14.15,8.05,1.64,32.58,44.25,0.53,282.5,12.75,30.0,0.0,700.0,23.2599,77.4126
2020-10-01 19:00:00,58.5,208.75,6.45,68.88,41.88,17.68,5.15,1.58,21.28,50.75,0.47,267.75,13.75,28.6,0.0,700.0,23.2599,77.4126
2020-10-01 20:00:00,82.5,230.5,7.67,54.6,35.3,18.65,1.88,1.63,21.3,55.5,0.47,270.25,13.5,28.07,0.0,700.0,23.2599,77.4126
2020-10-01 21:00:00,65.0,212.75,2.93,34.12,20.52,17.78,1.2,0.97,33.7,58.0,0.43,281.25,11.5,27.47,0.0,700.0,23.2599,77.4126
2020-10-01 22:00:00,51.25,160.75,1.57,21.52,12.75,15.0,2.58,0.8,41.33,59.0,0.47,258.0,10.75,27.18,0.0,700.0,23.2599,77.4126
2020-10-01 23:00:00,40.5,115.5,1.23,13.65,8.28,14.3,7.57,0.62,48.75,58.25,0.57,265.5,13.0,27.25,0.0,700.0,23.2599,77.4126
2020-10-02 00:00:00,24.25,91.25,0.95,11.53,6.9,14.55,4.0,0.54,51.88,56.0,0.88,275.5,11.75,27.5,0.0,700.0,23.2599,77.4126
2020-10-02 01:00:00,23.75,94.0,1.2,9.3,5.92,15.0,1.5,0.52,53.03,57.5,0.9,256.75,9.75,27.08,0.0,700.0,23.2599,77.4126
2020-10-02 02:00:00,23.5,94.0,1.5,9.78,6.42,17.25,1.5,0.55,38.35,66.0,0.75,260.5,12.5,25.38,0.0,700.0,23.2599,77.4126
2020-10-02 03:00:00,34.0,99.75,1.35,7.55,5.12,17.6,1.5,0.53,37.05,70.25,0.88,230.75,11.75,24.5,0.0,700.0,23.2599,77.4126
2020-10-02 04:00:00,33.75,87.5,1.18,6.08,4.2,17.45,1.5,0.51,37.05,75.75,0.77,239.0,11.0,24.05,0.0,700.0,23.2599,77.4126
2020-10-02 05:00:00,30.25,77.25,0.92,6.3,4.1,16.88,1.5,0.52,36.45,78.75,0.62,237.25,10.5,23.75,0.0,700.0,23.2599,77.4126
2020-10-02 06:00:00,23.25,72.75,1.2,6.68,4.53,17.43,1.5,0.65,33.93,80.0,0.78,222.25,12.25,23.63,0.0,700.0,23.2599,77.4126
2020-10-02 07:00:00,26.75,87.75,1.92,7.3,5.47,17.1,1.5,0.61,34.1,77.5,1.03,269.5,69.25,24.33,0.0,700.75,23.2599,77.4126
2020-10-02 08:00:00,25.75,102.0,2.1,9.7,6.88,17.4,0.4,0.5,39.5,68.25,1.35,255.5,339.75,26.52,0.0,701.0,23.2599,77.4126
2020-10-02 09:00:00,23.75,113.5,2.75,12.35,8.78,16.68,4.45,0.46,61.3,53.5,2.1,268.25,506.0,29.3,0.0,701.0,23.2599,77.4126
2020-10-02 10:00:00,19.5,124.0,2.62,13.72,9.42,15.93,8.03,0.48,69.22,45.0,2.02,268.5,508.0,31.35,0.0,701.0,23.2599,77.4126
2020-10-02 11:00:00,19.5,133.0,2.9,16.13,10.93,15.17,8.03,0.57,80.07,38.75,1.95,261.25,445.75,32.95,0.0,700.75,23.2599,77.4126
2020-10-02 12:00:00,26.75,132.0,10.2,17.47,18.97,14.53,2.4,0.57,85.47,33.75,2.27,208.75,316.0,33.75,0.0,700.0,23.2599,77.4126
2020-10-02 13:00:00,33.0,128.0,3.27,17.2,11.82,13.25,4.9,0.6,84.0,29.0,2.23,195.75,466.0,34.5,0.0,700.0,23.2599,77.4126
2020-10-02 14:00:00,27.33,127.0,5.1,23.75,16.75,10.25,1.8,0.72,78.8,26.25,1.72,246.5,484.5,35.33,0.0,700.0,23.2599,77.4126
2020-10-02 15:00:00,27.75,134.75,5.12,25.57,17.77,11.85,3.35,0.81,75.5,25.75,1.58,263.0,450.75,35.23,0.0,700.0,23.2599,77.4126
2020-10-02 16:00:00,27.25,137.5,3.48,32.33,20.0,11.4,3.07,0.72,69.82,27.75,1.23,257.5,353.0,34.62,0.0,700.0,23.2599,77.4126
2020-10-02 17:00:00,30.75,141.75,4.05,50.43,30.1,10.53,3.08,1.17,53.47,32.25,0.95,300.75,65.0,32.52,0.0,700.0,23.2599,77.4126
2020-10-02 18:00:00,48.5,192.5,6.33,70.58,42.7,14.5,3.08,1.61,27.2,40.25,0.47,282.75,12.5,30.15,0.0,700.0,23.2599,77.4126
2020-10-02 19:00:00,81.5,238.5,9.97,66.03,43.23,19.72,3.08,1.66,18.75,43.75,0.57,275.25,10.75,29.08,0.0,700.0,23.2599,77.4126
2020-10-02 20:00:00,88.0,225.25,8.38,50.25,33.58,18.05,3.08,1.36,30.15,46.0,0.85,262.75,9.75,28.93,0.0,700.0,23.2599,77.4126
2020-10-02 21:00:00,58.75,177.25,3.68,24.18,15.82,15.45,3.08,0.66,48.4,44.0,1.2,238.0,8.25,29.05,0.0,700.0,23.2599,77.4126
2020-10-02 22:00:00,38.25,144.25,2.2,26.4,15.82,16.57,3.08,0.88,35.48,49.0,0.8,143.25,9.25,27.55,0.0,701.0,23.2599,77.4126
2020-10-02 23:00:00,51.5,163.75,1.93,32.9,19.02,17.23,3.9,0.94,28.85,51.75,0.55,123.0,10.0,26.82,0.0,700.0,23.2599,77.4126
2020-10-03 00:00:00,50.0,166.0,9.5,35.4,26.58,16.98,4.73,0.85,26.35,51.25,0.9,104.25,11.0,26.93,0.0,700.0,23.2599,77.4126
2020-10-03 01:00:00,40.5,134.75,1.4,20.77,12.23,17.67,3.55,0.59,39.5,55.25,0.5,253.75,9.25,25.8,0.0,700.0,23.2599,77.4126
2020-10-03 02:00:00,36.0,112.25,1.18,9.23,5.88,17.17,0.3,0.33,57.15,53.75,0.85,265.25,9.75,26.05,0.0,700.0,23.2599,77.4126
2020-10-03 03:00:00,25.5,81.75,1.18,5.95,4.15,17.35,0.3,0.27,61.65,55.0,0.83,259.0,10.5,26.05,0.0,700.0,23.2599,77.4126
2020-10-03 04:00:00,22.75,76.75,1.18,5.53,3.88,18.0,0.3,0.3,52.6,62.75,0.85,260.75,12.0,24.55,0.0,700.0,23.2599,77.4126
2020-10-03 05:00:00,28.5,78.5,1.4,6.95,4.85,18.4,0.3,0.36,43.3,64.75,0.72,270.25,12.5,24.02,0.0,700.0,23.2599,77.4126
2020-10-03 06:00:00,33.0,111.25,1.75,10.48,6.97,17.7,1.1,0.52,39.8,63.25,0.77,295.75,13.0,24.05,0.0,700.0,23.2599,77.4126
2020-10-03 07:00:00,39.25,148.0,2.08,12.2,8.2,17.05,5.22,0.52,42.2,61.75,1.0,278.75,62.5,25.05,0.0,700.5,23.2599,77.4126
2020-10-03 08:00:00,30.75,111.0,2.65,12.55,8.85,16.82,8.7,0.56,49.2,57.0,1.27,265.5,360.25,26.8,0.0,701.25,23.2599,77.4126
2020-10-03 09:00:00,30.0,110.0,3.07,14.47,10.23,17.35,9.57,0.56,65.67,52.0,1.55,242.75,503.0,29.07,0.0,702.0,23.2599,77.4126
2020-10-03 10:00:00,27.0,115.5,3.32,15.88,11.12,17.68,8.9,0.57,72.95,44.5,1.8,249.5,504.0,31.33,0.0,702.0,23.2599,77.4126
2020-10-03 11:00:00,25.25,118.5,3.63,18.87,12.97,16.53,1.3,0.69,79.1,37.25,1.8,206.5,437.0,32.92,0.0,701.25,23.2599,77.4126
2020-10-03 12:00:00,23.75,127.5,10.57,21.0,21.13,14.13,5.65,0.59,82.83,30.25,1.93,195.5,307.5,33.67,0.0,700.5,23.2599,77.4126
2020-10-03 13:00:00,17.25,110.25,3.3,22.62,14.75,11.38,10.8,0.58,84.15,25.5,1.62,255.25,470.5,34.45,0.0,700.0,23.2599,77.4126
2020-10-03 14:00:00,18.0,100.0,3.25,21.48,14.05,9.85,6.07,0.67,80.62,22.0,1.4,255.75,482.5,35.35,0.0,700.0,23.2599,77.4126
2020-10-03 15:00:00,17.25,104.0,4.0,28.28,18.27,9.4,6.35,0.74,76.35,23.25,1.32,234.25,452.75,35.27,0.0,700.0,23.2599,77.4126
2020-10-03 16:00:00,17.5,107.75,4.7,42.17,26.22,10.07,8.3,0.88,68.02,26.5,1.27,260.25,362.0,34.25,0.0,700.0,23.2599,77.4126
2020-10-03 17:00:00,28.0,125.25,7.3,49.92,32.48,12.9,5.18,1.21,48.48,31.5,0.98,270.0,71.75,32.08,0.0,700.0,23.2599,77.4126
2020-10-03 18:00:00,37.0,178.75,9.27,61.37,40.2,13.65,6.0,1.58,28.8,38.75,0.75,264.5,11.25,29.85,0.0,700.0,23.2599,77.4126
2020-10-03 19:00:00,54.0,205.5,11.15,62.45,42.27,17.4,9.4,1.8,20.55,40.0,0.72,291.75,10.5,29.08,0.0,700.0,23.2599,77.4126
2020-10-03 20:00:00,86.0,206.5,5.9,49.95,31.4,18.88,9.25,1.32,29.07,42.25,0.53,264.25,12.0,28.27,0.0,700.75,23.2599,77.4126
2020-10-03 21:00:00,66.0,168.5,2.55,37.15,21.8,15.95,7.02,0.89,40.15,43.0,0.95,215.5,12.25,27.73,0.0,701.0,23.2599,77.4126
2020-10-03 22:00:00,43.0,154.25,2.45,31.03,18.52,16.18,9.88,0.92,41.52,42.0,0.75,180.5,11.25,27.48,0.0,701.0,23.2599,77.4126
2020-10-03 23:00:00,45.0,185.25,4.33,36.25,22.85,14.2,16.23,0.95,33.55,42.5,0.8,118.75,9.5,27.05,0.0,701.0,23.2599,77.4126
2020-10-04 00:00:00,46.0,152.5,3.5,42.2,25.32,16.2,25.27,0.92,25.05,44.0,0.75,148.0,7.5,26.38,0.0,701.0,23.2599,77.4126
2020-10-04 01:00:00,49.0,156.75,1.55,29.95,17.2,16.12,25.4,0.72,34.38,44.0,0.68,105.75,11.5,26.0,0.0,700.5,23.2599,77.4126
2020-10-04 02:00:00,43.0,142.0,2.52,30.67,18.35,17.3,20.1,0.67,30.95,47.25,0.3,319.75,11.0,24.82,0.0,700.0,23.2599,77.4126
2020-10-04 03:00:00,40.0,116.75,1.35,20.5,12.0,16.13,14.83,0.43,45.12,43.5,0.3,354.0,12.75,24.4,0.0,700.0,23.2599,77.4126
2020-10-04 04:00:00,27.0,85.75,1.25,16.15,9.62,15.6,14.18,0.39,45.67,45.0,0.32,350.25,11.75,24.12,0.0,700.25,23.2599,77.4126
2020-10-04 05:00:00,24.0,82.5,1.15,10.82,6.7,16.05,14.67,0.38,55.5,48.0,0.85,270.25,11.5,24.48,0.0,701.0,23.2599,77.4126
2020-10-04 06:00:00,22.0,80.0,1.12,6.7,4.47,17.3,16.23,0.44,52.97,48.75,0.9,230.0,23.25,24.25,0.0,701.0,23.2599,77.4126
2020-10-04 07:00:00,33.0,95.0,1.57,8.55,5.88,16.35,22.48,0.49,54.42,47.0,1.05,273.75,177.0,25.25,0.0,702.0,23.2599,77.4126
2020-10-04 08:00:00,26.75,99.0,1.9,11.77,7.82,16.7,15.38,0.54,56.4,43.5,1.08,253.5,402.25,27.12,0.0,702.0,23.2599,77.4126
2020-10-04 09:00:00,27.25,113.75,2.45,14.1,9.47,16.82,14.57,0.64,77.13,38.25,1.12,240.75,496.0,30.12,0.0,703.0,23.2599,77.4126
2020-10-04 10:00:00,30.75,118.5,1.77,11.18,7.4,16.45,12.8,0.49,85.95,33.75,1.15,234.25,500.5,32.02,0.0,702.5,23.2599,77.4126
2020-10-04 11:00:00,28.5,112.25,1.67,12.23,7.87,16.5,8.5,0.5,85.3,32.75,1.52,264.5,430.0,33.1,0.0,702.0,23.2599,77.4126
2020-10-04 12:00:00,23.5,122.25,9.7,15.57,17.5,14.83,17.6,0.48,93.58,28.0,1.82,235.0,322.25,33.52,0.0,701.0,23.2599,77.4126
2020-10-04 13:00:00,22.0,110.25,2.45,16.55,10.77,11.92,10.38,0.56,90.07,25.25,1.67,239.0,458.75,34.33,0.0,700.25,23.2599,77.4126
2020-10-04 14:00:00,27.25,106.5,2.22,18.43,11.6,12.22,7.28,0.85,88.42,26.0,1.57,214.5,474.0,34.8,0.0,700.0,23.2599,77.4126
2020-10-04 15:00:00,40.25,129.0,2.27,20.9,13.0,11.55,7.32,0.87,89.67,26.25,1.7,230.5,459.25,34.33,0.0,700.0,23.2599,77.4126
2020-10-04 16:00:00,33.25,130.5,2.65,28.25,17.15,11.3,7.4,0.79,78.17,29.5,1.22,258.5,309.0,33.62,0.0,700.0,23.2599,77.4126
2020-10-04 17:00:00,37.75,138.0,3.38,43.58,25.93,12.72,8.95,1.37,56.7,36.0,1.07,271.0,60.5,31.75,0.0,700.0,23.2599,77.4126
2020-10-04 18:00:00,46.5,167.5,9.95,71.55,46.18,17.07,4.37,2.0,24.3,41.5,0.45,290.0,12.5,29.93,0.0,700.0,23.2599,77.4126
2020-10-04 19:00:00,69.67,227.0,12.12,64.62,44.25,20.73,8.33,2.01,15.72,44.5,0.43,282.0,9.75,28.92,0.0,700.5,23.2599,77.4126
2020-10-04 20:00:00,76.25,217.75,12.25,54.2,38.8,19.23,12.35,1.58,23.77,45.75,0.55,271.75,11.0,28.43,0.0,701.0,23.2599,77.4126
2020-10-04 21:00:00,77.0,211.5,5.13,35.4,23.0,19.55,12.5,0.97,35.83,47.75,0.65,277.0,11.25,27.88,0.0,701.0,23.2599,77.4126
2020-10-04 22:00:00,84.0,216.75,2.3,31.93,18.82,21.1,15.07,1.04,33.55,50.5,0.8,220.25,11.0,27.2,0.0,701.0,23.2599,77.4126
2020-10-04 23:00:00,77.25,203.25,1.95,33.4,19.35,21.23,22.37,1.16,28.8,53.5,0.35,164.25,13.25,26.07,0.0,701.0,23.2599,77.4126
2020-10-05 00:00:00,72.25,201.75,1.95,27.62,16.3,21.75,24.65,0.86,35.1,54.75,0.4,323.25,13.5,25.62,0.0,701.0,23.2599,77.4126
2020-10-05 01:00:00,62.5,170.25,1.63,21.15,12.57,21.43,23.75,0.73,40.73,54.0,0.8,326.75,12.0,25.92,0.0,700.5,23.2599,77.4126
2020-10-05 02:00:00,59.0,143.5,1.6,15.17,9.38,23.32,19.0,0.57,42.02,59.0,0.58,277.0,12.25,24.8,0.0,700.0,23.2599,77.4126
2020-10-05 03:00:00,59.5,121.0,1.28,9.18,5.9,22.27,14.6,0.41,48.52,55.75,0.65,245.25,11.25,24.5,0.0,700.0,23.2599,77.4126
2020-10-05 04:00:00,47.5,106.0,1.18,7.42,4.88,20.52,14.68,0.33,47.95,57.75,0.95,197.75,11.5,24.23,0.0,700.0,23.2599,77.4126
2020-10-05 05:00:00,33.5,88.25,1.18,6.55,4.48,19.9,13.08,0.33,47.25,62.25,1.02,217.5,12.75,23.75,0.0,700.0,23.2599,77.4126
2020-10-05 06:00:00,32.5,90.5,0.9,6.78,4.33,19.48,12.3,0.36,44.32,63.5,1.03,205.5,13.75,23.35,0.0,701.0,23.2599,77.4126
2020-10-05 07:00:00,33.5,94.0,1.45,7.78,5.32,18.38,23.12,0.41,43.17,63.75,1.0,210.5,125.0,23.85,0.0,701.75,23.2599,77.4126
2020-10-05 08:00:00,32.0,101.25,1.83,9.78,6.7,18.0,20.85,0.42,44.7,61.25,1.2,260.0,377.75,25.18,0.0,702.25,23.2599,77.4126
2020-10-05 09:00:00,31.0,140.0,3.0,15.5,10.65,18.67,14.15,0.49,58.9,50.5,1.35,272.25,505.0,27.92,0.0,703.0,23.2599,77.4126
2020-10-05 10:00:00,29.0,155.25,2.78,15.0,10.25,17.17,14.17,0.37,82.22,37.5,1.17,225.75,506.75,31.12,0.0,702.5,23.2599,77.4126
2020-10-05 11:00:00,29.0,127.5,2.2,16.13,10.4,16.33,15.6,0.41,103.92,28.75,0.93,218.0,436.25,33.45,0.0,702.0,23.2599,77.4126
2020-10-05 12:00:00,31.0,124.5,10.0,25.13,22.87,11.67,11.25,0.52,100.28,23.0,1.35,225.5,347.75,32.92,0.0,701.0,23.2599,77.4126
2020-10-05 13:00:00,22.0,120.5,2.3,26.38,15.88,10.62,8.2,0.5,99.5,24.5,0.8,153.5,434.0,33.15,0.0,700.25,23.2599,77.4126
2020-10-05 14:00:00,25.0,96.25,1.8,18.12,11.1,11.7,8.2,0.53,106.9,22.0,1.15,185.25,475.25,35.0,0.0,700.0,23.2599,77.4126
2020-10-05 15:00:00,28.0,108.0,2.62,28.7,17.42,11.23,12.7,0.74,94.65,21.0,1.35,252.25,457.75,34.72,0.0,700.0,23.2599,77.4126
2020-10-05 16:00:00,30.0,130.25,3.45,35.12,21.5,10.55,9.77,1.01,85.35,21.0,1.2,264.0,361.0,33.92,0.0,700.0,23.2599,77.4126
2020-10-05 17:00:00,31.25,138.0,3.2,61.52,35.3,10.7,13.53,1.34,62.05,25.5,0.5,267.0,56.0,31.5,0.0,700.0,23.2599,77.4126
2020-10-05 18:00:00,52.75,188.5,2.85,66.25,37.58,14.8,16.83,1.67,46.08,33.25,0.35,269.75,8.75,28.67,0.0,700.0,23.2599,77.4126
2020-10-05 19:00:00,86.25,226.5,5.25,63.68,38.12,20.73,10.95,1.77,36.33,36.0,0.6,278.5,10.25,28.37,0.0,700.0,23.2599,77.4126
