datetime,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),Rainfall,Boiling Point,latitude,longitude
2023-01-14 03:00:00,45.375,153.875,0.6,19.075,10.575,14.4,13.37,0.59,46.010000000000005,56.0,0.575,268.375,39.75,13.335,0.0,707.0,23.2599,77.4126
2023-01-14 04:00:00,38.75,134.75,0.76,18.295,10.34,14.835,11.385,0.595,47.120000000000005,58.0,0.625,236.125,39.125,13.075,0.0,707.0,23.2599,77.4126
2023-01-14 05:00:00,38.125,127.375,0.61,16.1,8.925,14.965,9.075,0.58,48.849999999999994,58.625,0.77,193.75,39.625,12.75,0.0,707.0,23.2599,77.4126
2023-01-14 06:00:00,42.5,132.0,0.575,15.91,8.95,14.68,8.25,0.65,40.56,64.75,0.625,257.875,39.625,12.29,0.0,707.0,23.2599,77.4126
2023-01-14 07:00:00,47.125,144.375,0.65,17.349999999999998,9.735,14.635000000000002,7.485,0.8049999999999999,36.76,67.625,0.765,223.75,52.125,12.475000000000001,0.0,707.0,23.2599,77.4126
2023-01-14 08:00:00,66.375,171.0,0.76,18.075,10.100000000000001,14.415,10.02,0.875,36.725,62.5,0.915,192.375,218.0,13.379999999999999,0.0,707.0,23.2599,77.4126
2023-01-14 09:00:00,72.375,193.25,0.735,19.240000000000002,10.79,15.0,11.82,1.13,45.0,58.75,1.05,213.0,300.625,14.26,0.0,707.0,23.2599,77.4126
2023-01-14 10:00:00,77.0,199.625,1.115,21.235,12.2,14.879999999999999,12.190000000000001,1.23,48.46,53.5,0.9850000000000001,202.75,317.5,15.42,0.0,707.0,23.2599,77.4126
2023-01-14 11:00:00,69.875,194.75,0.775,22.035,12.34,15.115,13.215,1.245,58.925,47.875,1.065,182.5,235.0,16.015,0.0,707.0,23.2599,77.4126
2023-01-14 12:00:00,58.125,165.5,0.65,19.91,11.115,14.100000000000001,12.684999999999999,0.98,68.76,37.0,0.75,154.5,264.0,16.6,0.0,707.0,23.2599,77.4126
2023-01-14 13:00:00,38.0,125.5,0.585,18.825,10.43,13.535,14.05,0.885,73.475,34.875,0.935,169.875,285.125,17.25,0.0,707.0,23.2599,77.4126
2023-01-14 14:00:00,41.375,121.25,0.685,19.155,10.675,13.23,15.925,0.865,70.31,34.5,0.935,197.875,309.375,17.645,0.0,707.0,23.2599,77.4126
2023-01-14 15:00:00,40.0,118.625,1.1,18.415,10.165,13.385,13.795,0.8600000000000001,66.80000000000001,33.875,0.76,170.75,326.5,18.15,0.0,707.0,23.2599,77.4126
2023-01-14 16:00:00,32.75,111.625,0.575,19.05,10.59,13.219999999999999,12.8,1.0050000000000001,62.145,38.625,0.79,228.875,134.5,17.275,0.0,707.0,23.2599,77.4126
2023-01-14 17:00:00,41.375,119.625,0.585,22.174999999999997,12.26,13.135,12.2,1.2149999999999999,49.66,44.875,0.56,211.375,44.5,16.2,0.0,707.0,23.2599,77.4126
2023-01-14 18:00:00,48.25,140.625,0.8999999999999999,27.84,15.545,13.45,11.29,1.495,30.939999999999998,52.625,0.5449999999999999,222.625,38.5,15.235,0.0,707.0,23.2599,77.4126
2023-01-14 19:00:00,64.25,169.5,1.115,36.765,20.475,14.025,10.975,1.375,37.59,54.625,0.76,174.25,40.125,14.760000000000002,0.0,707.0,23.2599,77.4126
2023-01-14 20:00:00,75.25,182.5,0.805,37.22,20.45,14.145,7.75,1.5350000000000001,38.685,58.375,0.745,173.25,39.375,14.19,0.0,707.0,23.2599,77.4126
2023-01-14 21:00:00,88.375,198.625,0.64,34.575,18.91,13.86,10.825,1.455,40.615,61.625,0.785,168.375,39.75,13.725,0.0,707.0,23.2599,77.4126
2023-01-14 22:00:00,85.25,188.875,0.76,31.085,17.165,13.775,11.265,1.4249999999999998,38.510000000000005,65.125,0.74,208.125,38.375,13.17,0.0,707.0,23.2599,77.4126
2023-01-14 23:00:00,83.125,176.875,0.675,27.485,15.175,13.925,10.315,1.26,43.79,67.5,0.9650000000000001,219.625,39.625,12.665,0.0,707.0,23.2599,77.4126
2023-01-15 00:00:00,86.375,183.25,0.7,23.700000000000003,13.165,14.055,17.099999999999998,1.16,41.41,69.5,1.15,173.0,38.75,12.3,0.0,707.0,23.2599,77.4126
2023-01-15 01:00:00,86.5,189.0,0.52,21.490000000000002,11.835,13.965,17.375,1.08,42.25,70.125,1.075,164.5,39.0,11.985,0.0,707.0,23.2599,77.4126
2023-01-15 02:00:00,82.25,153.375,0.615,20.02,11.149999999999999,13.955,17.85,1.005,46.89,66.625,1.075,190.0,38.625,11.865,0.0,707.0,23.2599,77.4126
2023-01-15 03:00:00,75.25,139.0,0.61,21.185000000000002,11.765,13.95,11.275,0.975,42.940000000000005,65.875,0.8700000000000001,236.375,39.875,11.5,0.0,707.0,23.2599,77.4126
2023-01-15 04:00:00,70.125,135.75,0.61,22.235,12.335,13.799999999999999,11.385,0.935,43.16,68.0,0.95,244.75,39.75,11.115,0.0,707.0,23.2599,77.4126
2023-01-15 05:00:00,71.125,136.875,0.65,19.075000000000003,10.66,14.010000000000002,10.44,0.91,46.75,69.75,0.96,249.75,38.5,10.765,0.0,707.0,23.2599,77.4126
2023-01-15 06:00:00,73.125,131.375,0.905,18.375,10.524999999999999,14.105,12.885000000000002,0.95,42.125,73.25,0.75,185.125,39.5,10.385,0.0,707.0,23.2599,77.4126
2023-01-15 07:00:00,78.875,153.0,0.75,18.985,10.7,14.02,14.225,0.97,45.540000000000006,73.0,1.115,208.75,50.125,10.425,0.0,707.0,23.2599,77.4126
2023-01-15 08:00:00,90.5,179.0,0.66,18.625,10.399999999999999,13.795000000000002,15.350000000000001,0.98,47.935,64.625,0.79,178.75,211.875,11.41,0.0,707.0,23.2599,77.4126
2023-01-15 09:00:00,78.375,171.75,0.7,18.924999999999997,10.575,14.125,14.465,1.09,78.365,53.25,0.995,201.75,304.5,12.91,0.0,707.0,23.2599,77.4126
2023-01-15 10:00:00,66.0,145.75,0.9,19.33,11.015,13.885,14.79,1.0150000000000001,64.96000000000001,45.5,0.9,186.75,324.0,14.15,0.0,707.0,23.2599,77.4126
2023-01-15 11:00:00,59.75,134.0,0.85,19.689999999999998,11.184999999999999,13.79,14.05,1.0150000000000001,80.24000000000001,42.25,0.95,202.625,234.75,14.545,0.0,707.0,23.2599,77.4126
2023-01-15 12:00:00,57.875,150.875,1.03,19.310000000000002,10.565000000000001,13.425,14.094999999999999,1.135,91.25,40.375,0.99,138.75,264.5,15.18,0.0,707.0,23.2599,77.4126
2023-01-15 13:00:00,51.875,127.25,0.5,17.935000000000002,9.875,13.175,14.435,0.95,93.095,38.0,0.9650000000000001,151.125,279.875,15.965,0.0,707.0,23.2599,77.4126
2023-01-15 14:00:00,43.25,111.375,0.51,16.9,9.274999999999999,13.09,13.600000000000001,0.9450000000000001,93.825,38.625,0.885,163.875,320.125,16.384999999999998,0.0,707.0,23.2599,77.4126
2023-01-15 15:00:00,39.75,103.75,0.88,16.490000000000002,9.059999999999999,13.27,13.385,0.925,87.17500000000001,38.625,0.74,147.25,325.75,17.025,0.0,707.0,23.2599,77.4126
2023-01-15 16:00:00,38.875,99.0,0.635,16.525,9.2,13.545,12.884999999999998,0.9,85.5,41.0,0.61,162.0,132.0,16.384999999999998,0.0,707.0,23.2599,77.4126
2023-01-15 17:00:00,40.125,101.75,0.75,19.375,10.885,13.535,12.36,0.9450000000000001,74.725,50.125,0.41500000000000004,209.75,43.875,15.025,0.0,707.0,23.2599,77.4126
2023-01-15 18:00:00,52.875,129.25,4.864999999999999,32.375,21.2,13.620000000000001,12.14,1.7349999999999999,29.895,59.5,0.35,162.625,41.125,13.785,0.0,707.0,23.2599,77.4126
2023-01-15 19:00:00,85.66499999999999,198.125,5.475,40.775000000000006,26.165,12.765,11.475,2.04,18.775,60.875,0.435,207.33499999999998,40.25,13.56,0.0,707.0,23.2599,77.4126
2023-01-15 20:00:00,115.875,251.25,14.065,49.215,37.59,11.9,13.305,2.3150000000000004,16.655,65.375,0.485,180.375,39.875,13.024999999999999,0.0,707.0,23.2599,77.4126
2023-01-15 21:00:00,132.125,284.375,25.3,51.89,48.19,11.765,13.424999999999999,2.505,16.565,67.875,0.44,177.25,40.0,12.649999999999999,0.0,707.0,23.2599,77.4126
2023-01-15 22:00:00,138.5,288.375,30.225,54.150000000000006,53.36,12.0,14.81,2.64,15.700000000000001,72.5,0.42500000000000004,184.5,39.375,12.175,0.0,707.0,23.2599,77.4126
2023-01-15 23:00:00,138.25,302.125,27.6,50.765,49.449999999999996,12.075,15.134999999999998,2.375,9.51,77.125,0.35,151.625,40.0,11.735,0.0,707.0,23.2599,77.4126
2023-01-16 00:00:00,142.75,317.0,22.775000000000002,47.175,43.635000000000005,12.760000000000002,12.5,1.9849999999999999,10.815000000000001,79.25,0.375,129.625,39.625,11.309999999999999,0.0,707.0,23.2599,77.4126
2023-01-16 01:00:00,127.125,261.375,20.240000000000002,43.6,39.635,13.0,11.7,1.7,17.04,80.375,0.4,145.0,39.375,11.0,0.0,707.0,23.2599,77.4126
2023-01-16 02:00:00,111.25,207.875,11.365,40.3,30.645000000000003,13.69,11.215,1.38,21.93,82.0,0.65,172.25,39.5,11.024999999999999,0.0,707.0,23.2599,77.4126
2023-01-16 03:00:00,97.625,176.875,5.194999999999999,33.64,22.045,13.54,12.675,1.055,28.365,81.625,0.69,178.125,39.375,10.74,0.0,707.0,23.2599,77.4126
2023-01-16 04:00:00,78.125,149.75,1.525,28.599999999999998,16.4,13.55,13.11,0.87,36.285,80.125,0.765,198.5,40.5,10.565,0.0,707.0,23.2599,77.4126
2023-01-16 05:00:00,77.25,147.0,0.79,24.064999999999998,13.375,13.415,16.04,0.7350000000000001,39.43,80.75,0.49,196.875,40.625,10.17,0.0,707.0,23.2599,77.4126
2023-01-16 06:00:00,80.66499999999999,148.625,0.7250000000000001,21.759999999999998,12.100000000000001,13.235,9.834999999999999,0.725,34.46,82.875,0.365,108.875,39.75,9.79,0.0,707.0,23.2599,77.4126
2023-01-16 07:00:00,87.875,162.875,1.175,23.384999999999998,13.385,13.2,13.175,0.8200000000000001,22.885,82.0,0.475,190.125,52.25,9.975000000000001,0.0,707.0,23.2599,77.4126
2023-01-16 08:00:00,93.75,197.5,1.375,26.310000000000002,15.024999999999999,12.925,12.925,0.805,29.315,70.625,0.81,197.125,202.125,10.969999999999999,0.0,707.0,23.2599,77.4126
2023-01-16 09:00:00,95.5,211.5,1.305,29.25,16.6,13.2,10.79,0.94,46.74,62.625,0.8200000000000001,177.5,306.125,12.7,0.0,707.0,23.2599,77.4126
2023-01-16 10:00:00,85.0,181.875,1.25,27.475,15.625,13.549999999999999,8.375,0.845,55.135,55.5,0.8,208.625,322.625,14.645,0.0,708.0,23.2599,77.4126
2023-01-16 11:00:00,77.5,156.25,1.075,23.975,13.635000000000002,14.435,5.85,0.9,59.849999999999994,51.5,0.785,204.75,262.375,15.535,0.0,709.0,23.2599,77.4126
2023-01-16 12:00:00,73.0,150.625,0.75,22.375,12.465,14.149999999999999,7.24,0.875,55.025000000000006,48.25,0.935,214.5,277.125,15.835,0.0,709.0,23.2599,77.4126
2023-01-16 13:00:00,74.0,155.375,0.9950000000000001,21.785,12.285,14.24,13.145,0.82,61.665,45.25,1.0150000000000001,196.25,303.0,16.575,0.0,709.0,23.2599,77.4126
2023-01-16 14:00:00,65.0,149.625,0.975,21.689999999999998,12.33,14.425,14.285,0.78,60.41,45.25,1.15,191.125,299.375,16.81,0.0,709.0,23.2599,77.4126
2023-01-16 15:00:00,55.875,144.125,1.075,22.935000000000002,13.09,14.875,15.295000000000002,0.75,58.824999999999996,45.125,0.89,202.25,300.25,17.015,0.0,709.0,23.2599,77.4126
2023-01-16 16:00:00,55.875,135.91500000000002,1.255,23.965,13.77,15.325,14.915,0.795,52.989999999999995,48.375,0.89,179.375,128.0,16.41,0.0,709.0,23.2599,77.4126
2023-01-16 17:00:00,55.625,136.625,1.2149999999999999,28.71,16.265,15.59,14.45,0.8300000000000001,45.94,52.625,1.0150000000000001,184.25,44.125,15.5,0.0,709.0,23.2599,77.4126
2023-01-16 18:00:00,59.875,147.25,2.085,33.754999999999995,19.66,15.415,13.8,0.955,31.85,57.5,0.825,189.25,38.5,14.475000000000001,0.0,709.0,23.2599,77.4126
2023-01-16 19:00:00,71.25,163.75,2.715,37.535,22.174999999999997,15.065000000000001,13.05,1.01,27.375,59.5,0.765,200.375,38.25,13.785,0.0,709.0,23.2599,77.4126
2023-01-16 20:00:00,73.625,161.5,2.4850000000000003,39.525,23.05,14.515,13.265,1.085,29.285,60.625,0.525,165.625,39.25,13.23,0.0,709.0,23.2599,77.4126
2023-01-16 21:00:00,80.75,167.75,2.105,39.735,22.86,13.76,14.875,0.9450000000000001,34.165,59.0,0.5,170.375,38.375,12.934999999999999,0.0,709.0,23.2599,77.4126
2023-01-16 22:00:00,79.375,166.25,1.315,33.54,18.91,13.4,14.375,0.835,38.535,55.875,0.8250000000000001,193.375,38.5,12.66,0.0,709.0,23.2599,77.4126
2023-01-16 23:00:00,68.28999999999999,151.5,1.16,30.965,17.41,13.66,13.25,0.87,34.575,58.75,0.675,201.125,39.25,12.100000000000001,0.0,709.0,23.2599,77.4126
2023-01-17 00:00:00,65.5,149.125,1.2000000000000002,31.130000000000003,17.54,13.75,11.629999999999999,1.075,34.125,61.375,0.485,183.875,38.375,11.675,0.0,709.0,23.2599,77.4126
2023-01-17 01:00:00,56.75,129.75,1.05,27.740000000000002,15.6,13.565,11.52,1.02,35.56,62.375,0.9349999999999999,169.0,39.5,11.45,0.0,709.0,23.2599,77.4126
2023-01-17 02:00:00,49.375,112.625,0.89,24.939999999999998,14.0,13.535,11.774999999999999,0.89,47.31,61.625,1.19,186.0,39.25,11.16,0.0,709.0,23.2599,77.4126
2023-01-17 03:00:00,42.75,98.75,0.71,19.925,11.184999999999999,13.434999999999999,10.485,0.825,50.33,61.5,0.81,205.0,40.0,10.815,0.0,709.0,23.2599,77.4126
2023-01-17 04:00:00,46.875,97.875,0.9849999999999999,19.63,11.21,13.185,10.25,0.785,44.05,65.125,0.635,195.875,40.375,10.385,0.0,709.0,23.2599,77.4126
2023-01-17 05:00:00,48.0,104.125,0.9400000000000001,19.525,11.135,13.31,10.075,0.79,40.775,65.75,0.44,183.0,39.875,10.09,0.0,709.0,23.2599,77.4126
2023-01-17 06:00:00,48.75,105.375,0.935,18.985,10.86,13.14,9.7,0.78,40.885,66.375,0.45,157.625,40.0,9.96,0.0,709.0,23.2599,77.4126
2023-01-17 07:00:00,55.375,127.875,1.075,22.21,12.684999999999999,13.35,10.45,0.895,35.885,65.25,0.475,222.625,51.375,9.95,0.0,709.0,23.2599,77.4126
2023-01-17 08:00:00,67.25,163.125,1.25,23.84,13.71,13.3,10.39,0.9,44.185,55.5,0.73,178.0,222.875,11.41,0.0,709.0,23.2599,77.4126
2023-01-17 09:00:00,62.0,161.625,1.5,23.54,13.74,13.74,12.035,1.03,78.385,46.125,1.0750000000000002,197.5,306.0,13.05,0.0,709.0,23.2599,77.4126
2023-01-17 10:00:00,46.875,137.125,1.305,23.689999999999998,13.625,13.725000000000001,13.7,1.02,65.75999999999999,41.75,1.2650000000000001,197.75,325.5,14.015,0.0,709.0,23.2599,77.4126
2023-01-17 11:00:00,40.625,121.375,1.21,23.225,13.34,13.725000000000001,11.835,1.06,77.725,35.375,0.9,207.0,220.0,15.25,0.0,709.0,23.2599,77.4126
2023-01-17 12:00:00,43.375,115.125,1.0899999999999999,21.81,12.485,13.2,15.325,1.1,68.025,34.375,0.885,209.375,259.0,15.75,0.0,708.0,23.2599,77.4126
2023-01-17 13:00:00,42.5,116.375,0.735,21.035,11.81,12.825,17.295,0.9500000000000001,70.775,34.875,0.775,241.625,276.25,16.77,0.0,707.0,23.2599,77.4126
2023-01-17 14:00:00,44.0,117.375,0.925,20.875,11.85,11.94,16.985,0.96,72.185,34.75,0.94,198.25,301.25,17.41,0.0,707.0,23.2599,77.4126
2023-01-17 15:00:00,43.625,123.5,0.89,21.365,12.09,11.524999999999999,15.75,0.97,65.89,39.0,1.2,184.375,330.25,17.325000000000003,0.0,707.0,23.2599,77.4126
2023-01-17 16:00:00,41.25,137.375,1.045,23.05,13.14,11.37,15.370000000000001,0.855,57.61,42.75,1.29,180.0,137.75,16.28,0.0,707.0,23.2599,77.4126
2023-01-17 17:00:00,39.5,126.625,1.125,25.924999999999997,14.715,11.64,15.175,0.9949999999999999,44.36,46.375,1.075,171.125,43.625,15.2,0.0,707.0,23.2599,77.4126
2023-01-17 18:00:00,49.875,137.75,2.96,37.75,22.46,12.235,15.325,1.365,26.259999999999998,50.375,0.81,162.375,39.875,14.415,0.0,707.0,23.2599,77.4126
2023-01-17 19:00:00,73.5,184.75,6.41,47.47,30.439999999999998,12.55,15.139999999999999,1.76,14.14,55.75,0.5,158.625,39.75,13.675,0.0,707.0,23.2599,77.4126
2023-01-17 20:00:00,98.0,221.875,3.16,50.03,29.160000000000004,12.809999999999999,15.675,1.6800000000000002,17.25,55.75,0.5449999999999999,173.0,39.125,13.285,0.0,707.0,23.2599,77.4126
2023-01-17 21:00:00,90.0,200.375,4.55,50.61,30.61,12.65,20.34,1.5150000000000001,23.56,54.375,0.45,117.25,39.5,12.774999999999999,0.0,707.0,23.2599,77.4126
2023-01-17 22:00:00,84.16499999999999,180.58499999999998,4.0,48.235,28.9,12.815,21.5,1.3599999999999999,29.72,56.21,0.425,171.375,40.75,12.18,0.0,707.0,23.2599,77.4126
2023-01-17 23:00:00,81.375,177.375,5.36,43.65,27.585,12.645,20.08,1.205,35.635,56.125,0.375,167.25,38.875,11.690000000000001,0.0,707.0,23.2599,77.4126
2023-01-18 00:00:00,93.625,198.625,6.71,43.515,28.615,12.84,15.07,1.29,20.015,60.0,0.45,198.125,40.0,11.260000000000002,0.0,707.0,23.2599,77.4126
2023-01-18 01:00:00,89.75,205.0,3.63,39.065,23.74,12.86,15.260000000000002,1.095,29.71,59.875,0.9500000000000001,200.625,39.875,11.135,0.0,707.0,23.2599,77.4126
2023-01-18 02:00:00,73.0,152.5,1.165,29.28,16.51,12.725,14.014999999999999,0.89,43.14,58.875,1.175,199.25,39.125,10.96,0.0,707.0,23.2599,77.4126
2023-01-18 03:00:00,61.75,122.125,0.9,22.55,12.71,12.8,13.51,0.81,47.785,60.625,1.065,198.75,38.5,10.69,0.0,707.0,23.2599,77.4126
2023-01-18 04:00:00,63.75,123.875,0.935,19.415,11.09,12.864999999999998,12.055,0.8,48.03,64.5,0.535,183.5,38.0,10.315,0.0,707.0,23.2599,77.4126
2023-01-18 05:00:00,66.0,125.75,0.675,19.42,10.864999999999998,13.059999999999999,9.485,0.7949999999999999,44.425,65.5,0.4,186.25,39.375,10.100000000000001,0.0,707.0,23.2599,77.4126
2023-01-18 06:00:00,65.5,128.375,1.595,22.765,13.41,12.8,13.754999999999999,0.835,30.115000000000002,71.25,0.435,168.125,39.75,9.5,0.0,707.0,23.2599,77.4126
2023-01-18 07:00:00,72.25,142.375,2.175,29.035000000000004,17.235,12.86,14.775,0.9199999999999999,34.04,65.75,0.5,221.375,54.125,9.805,0.0,707.0,23.2599,77.4126
2023-01-18 08:00:00,81.625,177.0,1.3399999999999999,26.335,15.1,12.675,16.35,0.855,51.025000000000006,53.0,0.9349999999999999,198.625,241.75,11.719999999999999,0.0,707.0,23.2599,77.4126
2023-01-18 09:00:00,69.5,158.5,1.075,23.439999999999998,13.325,12.865,16.06,0.91,58.71,41.25,1.07,191.375,310.625,13.155,0.0,707.0,23.2599,77.4126
2023-01-18 10:00:00,51.0,137.25,1.35,22.759999999999998,13.21,12.74,16.064999999999998,0.8700000000000001,54.31,31.25,1.055,207.125,322.125,14.71,0.0,707.0,23.2599,77.4126
2023-01-18 11:00:00,41.625,117.25,1.1400000000000001,22.0,12.64,13.115,16.2,1.015,57.839999999999996,28.25,0.95,198.875,220.5,15.649999999999999,0.0,707.0,23.2599,77.4126
2023-01-18 12:00:00,38.375,106.375,1.125,21.475,12.325,12.665,14.79,1.045,62.084999999999994,29.875,0.81,200.75,254.625,15.934999999999999,0.0,707.0,23.2599,77.4126
2023-01-18 13:00:00,34.75,98.125,1.085,20.035,11.525,12.225000000000001,14.415000000000001,0.895,68.36,28.75,0.825,185.0,266.75,16.9,0.0,707.0,23.2599,77.4126
2023-01-18 14:00:00,31.75,89.375,1.125,19.435000000000002,11.254999999999999,12.055,14.175,0.9099999999999999,64.88499999999999,27.25,1.0,216.0,275.875,17.4,0.0,707.0,23.2599,77.4126
2023-01-18 15:00:00,36.625,105.25,1.025,20.215,11.6,12.41,15.2,0.935,60.525,27.875,1.2,189.625,341.625,17.65,0.0,707.0,23.2599,77.4126
2023-01-18 16:00:00,44.25,123.0,0.95,21.4,12.18,14.05,21.45,0.93,71.3,44.5,1.82,171.0,201.75,18.85,0.0,707.0,23.2599,77.4126
2023-01-18 17:00:00,42.25,131.75,0.75,24.0,13.38,13.88,20.27,0.97,54.05,48.0,1.62,155.0,66.75,17.1,0.0,707.0,23.2599,77.4126
2023-01-18 18:00:00,50.25,122.0,0.95,29.62,16.55,13.57,18.6,1.38,30.18,54.75,1.18,182.75,64.25,15.65,0.0,707.0,23.2599,77.4126
2023-01-18 19:00:00,75.25,151.0,1.5,37.0,20.88,13.35,19.62,1.62,22.9,56.5,0.97,170.0,63.5,14.82,0.0,707.0,23.2599,77.4126
2023-01-18 20:00:00,85.5,154.0,1.57,41.28,23.23,12.97,20.93,1.29,30.05,54.75,0.7,169.0,62.0,14.25,0.0,707.0,23.2599,77.4126
2023-01-18 21:00:00,108.375,159.0,29.425,55.265,53.3,10.95,15.675,2.225,11.66,53.625,0.54,168.5,39.5,12.925,0.0,707.0,23.2599,77.4126
2023-01-18 22:00:00,126.0,201.0,34.04,59.935,59.525,11.485,16.009999999999998,2.36,7.664999999999999,56.375,0.425,163.75,39.625,12.3,0.0,707.0,23.2599,77.4126
2023-01-18 23:00:00,129.625,278.25,31.345,59.75,57.25,11.635,14.55,2.0700000000000003,9.215,59.75,0.375,153.625,39.625,10.774999999999999,0.0,707.0,23.2599,77.4126
2023-01-19 00:00:00,126.5,280.125,31.21,58.335,56.375,12.125,12.74,1.69,11.440000000000001,61.375,0.5,207.75,39.25,10.11,0.0,707.0,23.2599,77.4126
2023-01-19 01:00:00,110.375,243.25,20.740000000000002,54.809999999999995,46.015,12.31,12.510000000000002,1.255,19.49,61.875,0.385,180.25,39.875,9.56,0.0,707.0,23.2599,77.4126
2023-01-19 02:00:00,79.625,171.875,9.75,45.015,31.85,11.94,12.26,0.9199999999999999,27.584999999999997,60.125,0.51,174.125,40.0,9.665,0.0,707.0,23.2599,77.4126
2023-01-19 03:00:00,67.25,133.375,3.4899999999999998,36.55,22.275,12.225000000000001,8.25,0.75,31.485,61.5,0.39,176.875,39.875,8.89,0.0,707.0,23.2599,77.4126
2023-01-19 04:00:00,64.625,118.75,1.07,27.939999999999998,15.739999999999998,12.190000000000001,10.255,0.615,33.515,64.75,0.44,203.875,40.0,8.16,0.0,707.0,23.2599,77.4126
2023-01-19 05:00:00,65.25,118.375,1.125,24.46,13.93,12.215,15.44,0.53,32.11,67.0,0.5449999999999999,168.0,39.875,8.05,0.0,707.0,23.2599,77.4126
2023-01-19 06:00:00,66.875,124.0,0.8600000000000001,22.36,12.6,12.11,12.649999999999999,0.53,31.845,66.75,0.365,199.625,40.625,8.055,0.0,707.0,23.2599,77.4126
2023-01-19 07:00:00,72.25,138.25,1.6400000000000001,24.814999999999998,14.55,12.370000000000001,10.14,0.56,36.8,64.875,0.45,175.25,51.875,8.75,0.0,707.0,23.2599,77.4126
2023-01-19 08:00:00,83.375,164.25,1.3599999999999999,26.735,15.34,12.5,9.015,0.71,30.439999999999998,56.75,0.94,204.25,220.125,11.29,0.0,707.0,23.2599,77.4126
2023-01-19 09:00:00,98.75,207.875,1.5499999999999998,28.515,16.405,12.675,10.120000000000001,0.86,39.525,51.375,0.9099999999999999,206.0,307.125,13.555,0.0,707.0,23.2599,77.4126
2023-01-19 10:00:00,89.0,193.375,1.5,29.59,16.975,12.49,10.614999999999998,1.285,49.125,43.25,0.92,205.75,319.375,16.555,0.0,707.0,23.2599,77.4126
2023-01-19 11:00:00,75.375,167.875,1.5,28.45,16.36,13.215,13.485,1.315,59.415,37.5,0.9650000000000001,212.875,230.375,18.965,0.0,707.0,23.2599,77.4126
2023-01-19 12:00:00,68.25,154.0,1.365,25.84,14.835,13.059999999999999,14.295,1.33,66.35,37.0,1.04,202.375,291.125,20.0,0.0,707.0,23.2599,77.4126
2023-01-19 13:00:00,64.0,145.5,0.9949999999999999,24.740000000000002,13.98,13.075,15.055,1.1800000000000002,70.9,33.875,1.065,202.75,299.25,21.259999999999998,0.0,707.0,23.2599,77.4126
2023-01-19 14:00:00,58.375,131.5,1.05,24.805,14.05,12.790000000000001,15.41,1.23,67.38499999999999,34.875,1.225,214.625,293.0,22.165,0.0,707.0,23.2599,77.4126
2023-01-19 15:00:00,53.25,128.125,1.27,25.125,14.375,12.84,13.25,1.205,64.59,36.5,1.2,201.5,302.125,22.415,0.0,707.0,23.2599,77.4126
2023-01-19 16:00:00,54.125,133.5,1.08,27.25,15.379999999999999,13.535,12.149999999999999,1.1150000000000002,58.015,39.75,0.9650000000000001,195.25,125.75,21.41,0.0,707.0,23.2599,77.4126
2023-01-19 17:00:00,55.875,142.375,2.065,34.71,20.15,14.015,11.11,1.315,39.89,45.625,0.52,192.125,43.75,19.425,0.0,707.0,23.2599,77.4126
2023-01-19 18:00:00,67.5,180.125,4.365,45.4,27.7,13.899999999999999,11.864999999999998,1.71,21.189999999999998,51.5,0.475,178.375,39.125,17.549999999999997,0.0,707.0,23.2599,77.4126
2023-01-19 19:00:00,87.375,214.0,5.35,49.474999999999994,30.675,13.91,11.0,1.8599999999999999,18.7,54.625,0.44,171.375,40.0,16.310000000000002,0.0,707.0,23.2599,77.4126
2023-01-19 20:00:00,94.0,208.75,8.575,50.14,33.635,13.3,11.690000000000001,1.7200000000000002,22.674999999999997,59.125,0.38,154.20999999999998,38.125,14.99,0.0,707.0,23.2599,77.4126
2023-01-19 21:00:00,100.875,216.75,19.79,49.8,42.555,13.16,10.5,2.0300000000000002,18.349999999999998,63.75,0.35,152.875,39.5,13.89,0.0,707.0,23.2599,77.4126
2023-01-19 22:00:00,114.75,241.75,26.5,49.485,47.86,12.975,12.05,2.14,23.15,66.25,0.33999999999999997,148.625,37.375,13.385,0.0,707.0,23.2599,77.4126
2023-01-19 23:00:00,113.625,245.125,38.015,45.97,55.375,13.05,11.75,1.93,31.595,67.875,0.35,151.125,39.25,13.05,0.0,707.0,23.2599,77.4126
2023-01-20 00:00:00,104.625,234.375,40.55,44.615,56.7,13.25,15.309999999999999,1.55,29.275000000000002,67.875,0.36,153.125,39.75,12.89,0.0,707.0,23.2599,77.4126
2023-01-20 01:00:00,93.125,211.75,26.29,42.28,43.86,13.129999999999999,15.035,1.2149999999999999,33.425,68.0,0.375,139.0,39.875,12.515,0.0,707.0,23.2599,77.4126
2023-01-20 02:00:00,79.75,159.0,17.04,38.724999999999994,34.45,13.25,14.759999999999998,0.98,33.94,69.25,0.4,150.375,40.125,12.175,0.0,707.0,23.2599,77.4126
2023-01-20 03:00:00,78.625,149.5,10.49,35.335,27.325,13.565,13.024999999999999,0.81,40.435,68.75,0.49,150.625,39.375,12.135,0.0,707.0,23.2599,77.4126
2023-01-20 04:00:00,76.25,142.25,5.5249999999999995,32.225,21.64,13.415,13.855,0.7350000000000001,39.21,68.75,0.375,164.875,40.625,12.045,0.0,707.0,23.2599,77.4126
